"CellID","seurat_cluster.projected"
"s_008um_00539_00167-1","2"
"s_008um_00532_00265-1","0"
"s_008um_00551_00175-1","0"
"s_008um_00513_00261-1","0"
"s_008um_00627_00253-1","2"
"s_008um_00523_00179-1","0"
"s_008um_00565_00184-1","2"
"s_008um_00641_00222-1","1"
"s_008um_00517_00159-1","1"
"s_008um_00586_00159-1","1"
"s_008um_00525_00135-1","0"
"s_008um_00613_00206-1","1"
"s_008um_00616_00181-1","0"
"s_008um_00635_00251-1","2"
"s_008um_00622_00141-1","1"
"s_008um_00554_00269-1","0"
"s_008um_00626_00224-1","0"
"s_008um_00591_00145-1","0"
"s_008um_00529_00231-1","0"
"s_008um_00574_00236-1","0"
"s_008um_00547_00209-1","0"
"s_008um_00628_00276-1","2"
"s_008um_00555_00241-1","1"
"s_008um_00531_00228-1","0"
"s_008um_00551_00170-1","0"
"s_008um_00618_00235-1","0"
"s_008um_00627_00185-1","0"
"s_008um_00621_00231-1","1"
"s_008um_00618_00180-1","0"
"s_008um_00550_00257-1","1"
"s_008um_00519_00271-1","0"
"s_008um_00532_00188-1","0"
"s_008um_00651_00184-1","1"
"s_008um_00627_00272-1","2"
"s_008um_00516_00160-1","1"
"s_008um_00640_00188-1","1"
"s_008um_00617_00185-1","0"
"s_008um_00612_00205-1","2"
"s_008um_00625_00264-1","2"
"s_008um_00521_00197-1","0"
"s_008um_00565_00229-1","0"
"s_008um_00540_00233-1","0"
"s_008um_00638_00175-1","1"
"s_008um_00575_00263-1","0"
"s_008um_00551_00217-1","0"
"s_008um_00554_00152-1","0"
"s_008um_00616_00152-1","1"
"s_008um_00568_00274-1","1"
"s_008um_00563_00226-1","0"
"s_008um_00632_00237-1","0"
"s_008um_00601_00186-1","2"
"s_008um_00630_00256-1","2"
"s_008um_00611_00269-1","0"
"s_008um_00562_00168-1","0"
"s_008um_00592_00139-1","0"
"s_008um_00638_00265-1","0"
"s_008um_00529_00136-1","1"
"s_008um_00526_00137-1","0"
"s_008um_00607_00151-1","0"
"s_008um_00621_00251-1","2"
"s_008um_00651_00254-1","1"
"s_008um_00589_00138-1","0"
"s_008um_00601_00213-1","1"
"s_008um_00640_00269-1","0"
"s_008um_00517_00229-1","0"
"s_008um_00653_00193-1","1"
"s_008um_00549_00163-1","0"
"s_008um_00626_00212-1","0"
"s_008um_00629_00271-1","2"
"s_008um_00545_00138-1","1"
"s_008um_00552_00213-1","0"
"s_008um_00630_00278-1","0"
"s_008um_00572_00235-1","0"
"s_008um_00516_00193-1","0"
"s_008um_00586_00221-1","0"
"s_008um_00574_00258-1","0"
"s_008um_00653_00277-1","2"
"s_008um_00531_00177-1","0"
"s_008um_00552_00160-1","0"
"s_008um_00594_00144-1","0"
"s_008um_00542_00257-1","1"
"s_008um_00614_00188-1","0"
"s_008um_00608_00194-1","2"
"s_008um_00648_00214-1","1"
"s_008um_00594_00168-1","1"
"s_008um_00514_00271-1","0"
"s_008um_00539_00186-1","1"
"s_008um_00568_00157-1","0"
"s_008um_00543_00217-1","1"
"s_008um_00530_00162-1","1"
"s_008um_00577_00143-1","0"
"s_008um_00533_00257-1","0"
"s_008um_00583_00176-1","2"
"s_008um_00529_00146-1","1"
"s_008um_00533_00232-1","0"
"s_008um_00537_00143-1","2"
"s_008um_00611_00259-1","2"
"s_008um_00524_00205-1","0"
"s_008um_00534_00251-1","0"
"s_008um_00589_00230-1","0"
"s_008um_00553_00202-1","0"
"s_008um_00516_00264-1","0"
"s_008um_00587_00159-1","2"
"s_008um_00620_00229-1","1"
"s_008um_00561_00227-1","0"
"s_008um_00648_00225-1","1"
"s_008um_00587_00147-1","0"
"s_008um_00551_00230-1","0"
"s_008um_00589_00225-1","0"
"s_008um_00589_00189-1","2"
"s_008um_00579_00237-1","0"
"s_008um_00617_00219-1","0"
"s_008um_00560_00153-1","0"
"s_008um_00593_00148-1","0"
"s_008um_00536_00137-1","1"
"s_008um_00551_00246-1","1"
"s_008um_00626_00180-1","0"
"s_008um_00533_00209-1","1"
"s_008um_00599_00268-1","2"
"s_008um_00585_00223-1","0"
"s_008um_00546_00147-1","1"
"s_008um_00582_00163-1","2"
"s_008um_00546_00160-1","0"
"s_008um_00615_00144-1","1"
"s_008um_00600_00156-1","0"
"s_008um_00538_00182-1","1"
"s_008um_00514_00197-1","0"
"s_008um_00535_00267-1","1"
"s_008um_00606_00148-1","0"
"s_008um_00529_00171-1","1"
"s_008um_00515_00140-1","0"
"s_008um_00579_00136-1","0"
"s_008um_00593_00230-1","0"
"s_008um_00622_00188-1","0"
"s_008um_00567_00188-1","2"
"s_008um_00622_00184-1","0"
"s_008um_00574_00214-1","2"
"s_008um_00549_00143-1","1"
"s_008um_00614_00278-1","2"
"s_008um_00565_00159-1","0"
"s_008um_00514_00230-1","0"
"s_008um_00634_00177-1","0"
"s_008um_00554_00227-1","0"
"s_008um_00532_00173-1","1"
"s_008um_00588_00226-1","0"
"s_008um_00541_00201-1","1"
"s_008um_00631_00237-1","0"
"s_008um_00610_00238-1","0"
"s_008um_00576_00257-1","0"
"s_008um_00586_00273-1","0"
"s_008um_00530_00276-1","1"
"s_008um_00523_00198-1","0"
"s_008um_00577_00224-1","0"
"s_008um_00633_00154-1","0"
"s_008um_00593_00169-1","1"
"s_008um_00517_00202-1","0"
"s_008um_00586_00272-1","0"
"s_008um_00514_00170-1","0"
"s_008um_00626_00227-1","0"
"s_008um_00582_00228-1","0"
"s_008um_00563_00261-1","0"
"s_008um_00600_00249-1","0"
"s_008um_00513_00239-1","2"
"s_008um_00518_00199-1","0"
"s_008um_00577_00157-1","2"
"s_008um_00639_00207-1","0"
"s_008um_00531_00229-1","0"
"s_008um_00588_00249-1","0"
"s_008um_00569_00244-1","1"
"s_008um_00588_00209-1","0"
"s_008um_00550_00224-1","0"
"s_008um_00629_00235-1","0"
"s_008um_00556_00271-1","0"
"s_008um_00596_00161-1","0"
"s_008um_00545_00156-1","1"
"s_008um_00544_00166-1","1"
"s_008um_00564_00143-1","0"
"s_008um_00649_00144-1","0"
"s_008um_00545_00212-1","0"
"s_008um_00581_00140-1","0"
"s_008um_00541_00226-1","1"
"s_008um_00631_00262-1","1"
"s_008um_00523_00148-1","1"
"s_008um_00600_00175-1","2"
"s_008um_00606_00241-1","0"
"s_008um_00587_00254-1","0"
"s_008um_00650_00216-1","1"
"s_008um_00629_00181-1","0"
"s_008um_00545_00162-1","0"
"s_008um_00531_00200-1","0"
"s_008um_00574_00144-1","0"
"s_008um_00552_00155-1","0"
"s_008um_00652_00268-1","1"
"s_008um_00547_00222-1","0"
"s_008um_00572_00250-1","0"
"s_008um_00597_00211-1","1"
"s_008um_00643_00207-1","1"
"s_008um_00608_00212-1","2"
"s_008um_00600_00168-1","0"
"s_008um_00558_00220-1","2"
"s_008um_00547_00251-1","1"
"s_008um_00542_00202-1","0"
"s_008um_00649_00234-1","1"
"s_008um_00566_00274-1","1"
"s_008um_00600_00166-1","2"
"s_008um_00595_00191-1","2"
"s_008um_00532_00192-1","0"
"s_008um_00639_00257-1","0"
"s_008um_00617_00144-1","1"
"s_008um_00543_00255-1","1"
"s_008um_00582_00210-1","2"
"s_008um_00610_00145-1","1"
"s_008um_00650_00189-1","1"
"s_008um_00547_00226-1","0"
"s_008um_00572_00165-1","2"
"s_008um_00548_00159-1","0"
"s_008um_00595_00146-1","0"
"s_008um_00646_00228-1","1"
"s_008um_00560_00234-1","2"
"s_008um_00533_00163-1","1"
"s_008um_00558_00205-1","0"
"s_008um_00525_00258-1","0"
"s_008um_00635_00263-1","2"
"s_008um_00578_00241-1","2"
"s_008um_00589_00196-1","2"
"s_008um_00550_00272-1","0"
"s_008um_00527_00210-1","1"
"s_008um_00577_00176-1","0"
"s_008um_00532_00243-1","0"
"s_008um_00610_00252-1","2"
"s_008um_00560_00221-1","0"
"s_008um_00554_00181-1","0"
"s_008um_00572_00156-1","0"
"s_008um_00576_00244-1","0"
"s_008um_00571_00149-1","0"
"s_008um_00573_00202-1","2"
"s_008um_00615_00154-1","1"
"s_008um_00578_00196-1","1"
"s_008um_00596_00145-1","0"
"s_008um_00562_00238-1","0"
"s_008um_00542_00271-1","0"
"s_008um_00590_00255-1","0"
"s_008um_00565_00185-1","1"
"s_008um_00641_00262-1","0"
"s_008um_00536_00235-1","0"
"s_008um_00547_00136-1","1"
"s_008um_00550_00258-1","1"
"s_008um_00587_00155-1","0"
"s_008um_00572_00184-1","0"
"s_008um_00579_00154-1","0"
"s_008um_00561_00182-1","2"
"s_008um_00530_00256-1","0"
"s_008um_00612_00221-1","0"
"s_008um_00580_00170-1","1"
"s_008um_00592_00234-1","1"
"s_008um_00558_00235-1","0"
"s_008um_00588_00270-1","0"
"s_008um_00623_00266-1","2"
"s_008um_00624_00272-1","2"
"s_008um_00623_00140-1","0"
"s_008um_00620_00201-1","2"
"s_008um_00573_00221-1","2"
"s_008um_00638_00144-1","1"
"s_008um_00617_00264-1","1"
"s_008um_00597_00177-1","2"
"s_008um_00604_00198-1","0"
"s_008um_00548_00176-1","0"
"s_008um_00523_00252-1","0"
"s_008um_00613_00222-1","0"
"s_008um_00572_00207-1","2"
"s_008um_00625_00201-1","0"
"s_008um_00648_00198-1","1"
"s_008um_00633_00189-1","0"
"s_008um_00547_00192-1","0"
"s_008um_00523_00266-1","0"
"s_008um_00582_00182-1","2"
"s_008um_00639_00211-1","0"
"s_008um_00642_00195-1","1"
"s_008um_00628_00213-1","2"
"s_008um_00607_00267-1","2"
"s_008um_00599_00183-1","2"
"s_008um_00611_00181-1","0"
"s_008um_00576_00147-1","0"
"s_008um_00570_00141-1","0"
"s_008um_00597_00188-1","2"
"s_008um_00643_00203-1","1"
"s_008um_00634_00180-1","0"
"s_008um_00615_00230-1","0"
"s_008um_00609_00176-1","2"
"s_008um_00599_00208-1","2"
"s_008um_00520_00219-1","0"
"s_008um_00588_00181-1","1"
"s_008um_00643_00257-1","0"
"s_008um_00556_00243-1","1"
"s_008um_00530_00222-1","0"
"s_008um_00533_00263-1","0"
"s_008um_00633_00137-1","1"
"s_008um_00569_00231-1","0"
"s_008um_00637_00235-1","1"
"s_008um_00522_00175-1","0"
"s_008um_00514_00247-1","2"
"s_008um_00629_00173-1","0"
"s_008um_00578_00240-1","1"
"s_008um_00541_00142-1","1"
"s_008um_00555_00152-1","0"
"s_008um_00574_00219-1","0"
"s_008um_00570_00254-1","2"
"s_008um_00603_00228-1","0"
"s_008um_00573_00140-1","0"
"s_008um_00548_00254-1","1"
"s_008um_00602_00209-1","2"
"s_008um_00625_00209-1","0"
"s_008um_00625_00244-1","0"
"s_008um_00522_00212-1","1"
"s_008um_00627_00215-1","0"
"s_008um_00585_00136-1","0"
"s_008um_00618_00249-1","2"
"s_008um_00607_00245-1","0"
"s_008um_00636_00233-1","1"
"s_008um_00543_00187-1","1"
"s_008um_00538_00225-1","0"
"s_008um_00607_00174-1","0"
"s_008um_00650_00244-1","1"
"s_008um_00622_00224-1","0"
"s_008um_00521_00273-1","0"
"s_008um_00540_00269-1","0"
"s_008um_00652_00195-1","2"
"s_008um_00520_00145-1","0"
"s_008um_00645_00181-1","1"
"s_008um_00544_00218-1","0"
"s_008um_00611_00209-1","2"
"s_008um_00574_00273-1","0"
"s_008um_00580_00261-1","0"
"s_008um_00591_00199-1","0"
"s_008um_00535_00230-1","0"
"s_008um_00644_00221-1","1"
"s_008um_00533_00165-1","1"
"s_008um_00610_00231-1","2"
"s_008um_00562_00174-1","2"
"s_008um_00515_00232-1","0"
"s_008um_00588_00243-1","0"
"s_008um_00591_00240-1","0"
"s_008um_00604_00255-1","2"
"s_008um_00543_00180-1","1"
"s_008um_00647_00189-1","1"
"s_008um_00606_00150-1","0"
"s_008um_00648_00247-1","1"
"s_008um_00607_00145-1","0"
"s_008um_00518_00259-1","0"
"s_008um_00635_00212-1","0"
"s_008um_00583_00158-1","2"
"s_008um_00570_00162-1","2"
"s_008um_00543_00166-1","1"
"s_008um_00546_00192-1","0"
"s_008um_00535_00170-1","2"
"s_008um_00546_00258-1","2"
"s_008um_00561_00235-1","0"
"s_008um_00603_00274-1","0"
"s_008um_00630_00224-1","0"
"s_008um_00621_00210-1","0"
"s_008um_00601_00191-1","2"
"s_008um_00523_00262-1","0"
"s_008um_00619_00269-1","2"
"s_008um_00571_00144-1","0"
"s_008um_00600_00216-1","0"
"s_008um_00605_00249-1","0"
"s_008um_00580_00213-1","2"
"s_008um_00594_00143-1","0"
"s_008um_00650_00250-1","1"
"s_008um_00571_00182-1","1"
"s_008um_00535_00214-1","1"
"s_008um_00627_00221-1","0"
"s_008um_00653_00172-1","1"
"s_008um_00616_00138-1","1"
"s_008um_00565_00275-1","0"
"s_008um_00538_00273-1","0"
"s_008um_00521_00245-1","2"
"s_008um_00587_00217-1","0"
"s_008um_00549_00230-1","0"
"s_008um_00577_00231-1","0"
"s_008um_00536_00176-1","1"
"s_008um_00608_00207-1","2"
"s_008um_00564_00148-1","0"
"s_008um_00616_00197-1","2"
"s_008um_00525_00228-1","0"
"s_008um_00577_00210-1","2"
"s_008um_00618_00239-1","2"
"s_008um_00596_00253-1","2"
"s_008um_00581_00190-1","1"
"s_008um_00620_00155-1","1"
"s_008um_00535_00179-1","1"
"s_008um_00526_00190-1","0"
"s_008um_00618_00217-1","0"
"s_008um_00646_00146-1","2"
"s_008um_00572_00178-1","1"
"s_008um_00634_00186-1","0"
"s_008um_00562_00229-1","0"
"s_008um_00636_00256-1","2"
"s_008um_00609_00223-1","0"
"s_008um_00615_00171-1","0"
"s_008um_00534_00167-1","1"
"s_008um_00624_00205-1","0"
"s_008um_00578_00216-1","2"
"s_008um_00647_00227-1","1"
"s_008um_00556_00218-1","0"
"s_008um_00598_00267-1","0"
"s_008um_00527_00140-1","1"
"s_008um_00549_00225-1","0"
"s_008um_00564_00268-1","1"
"s_008um_00618_00163-1","1"
"s_008um_00566_00135-1","1"
"s_008um_00527_00186-1","0"
"s_008um_00578_00257-1","2"
"s_008um_00592_00176-1","2"
"s_008um_00517_00170-1","0"
"s_008um_00634_00172-1","1"
"s_008um_00639_00205-1","0"
"s_008um_00617_00255-1","0"
"s_008um_00628_00195-1","0"
"s_008um_00572_00197-1","2"
"s_008um_00631_00158-1","1"
"s_008um_00523_00168-1","1"
"s_008um_00642_00223-1","1"
"s_008um_00572_00169-1","2"
"s_008um_00569_00192-1","2"
"s_008um_00538_00245-1","0"
"s_008um_00602_00251-1","0"
"s_008um_00622_00226-1","0"
"s_008um_00619_00278-1","2"
"s_008um_00615_00199-1","0"
"s_008um_00531_00259-1","0"
"s_008um_00600_00145-1","0"
"s_008um_00574_00218-1","2"
"s_008um_00615_00238-1","0"
"s_008um_00549_00251-1","1"
"s_008um_00613_00147-1","2"
"s_008um_00566_00156-1","0"
"s_008um_00516_00233-1","0"
"s_008um_00649_00231-1","1"
"s_008um_00655_00222-1","2"
"s_008um_00579_00184-1","2"
"s_008um_00623_00211-1","0"
"s_008um_00515_00173-1","0"
"s_008um_00545_00211-1","0"
"s_008um_00648_00177-1","1"
"s_008um_00524_00264-1","0"
"s_008um_00594_00188-1","2"
"s_008um_00571_00247-1","0"
"s_008um_00534_00160-1","1"
"s_008um_00538_00185-1","2"
"s_008um_00559_00203-1","2"
"s_008um_00604_00190-1","2"
"s_008um_00607_00166-1","2"
"s_008um_00578_00158-1","2"
"s_008um_00610_00179-1","1"
"s_008um_00556_00227-1","0"
"s_008um_00529_00210-1","1"
"s_008um_00620_00215-1","0"
"s_008um_00520_00140-1","2"
"s_008um_00570_00237-1","0"
"s_008um_00639_00265-1","0"
"s_008um_00607_00249-1","0"
"s_008um_00550_00240-1","1"
"s_008um_00601_00199-1","2"
"s_008um_00547_00214-1","0"
"s_008um_00561_00171-1","0"
"s_008um_00517_00257-1","0"
"s_008um_00639_00247-1","0"
"s_008um_00547_00141-1","1"
"s_008um_00607_00176-1","0"
"s_008um_00639_00192-1","0"
"s_008um_00606_00194-1","2"
"s_008um_00558_00148-1","0"
"s_008um_00577_00240-1","1"
"s_008um_00597_00161-1","0"
"s_008um_00546_00158-1","0"
"s_008um_00598_00173-1","1"
"s_008um_00566_00277-1","0"
"s_008um_00641_00221-1","1"
"s_008um_00646_00218-1","1"
"s_008um_00635_00150-1","2"
"s_008um_00525_00154-1","1"
"s_008um_00530_00206-1","1"
"s_008um_00645_00173-1","1"
"s_008um_00634_00268-1","2"
"s_008um_00646_00194-1","1"
"s_008um_00629_00165-1","1"
"s_008um_00644_00141-1","0"
"s_008um_00550_00179-1","0"
"s_008um_00592_00160-1","0"
"s_008um_00591_00156-1","0"
"s_008um_00576_00218-1","2"
"s_008um_00534_00192-1","0"
"s_008um_00569_00182-1","1"
"s_008um_00593_00268-1","0"
"s_008um_00649_00253-1","1"
"s_008um_00646_00214-1","1"
"s_008um_00556_00210-1","0"
"s_008um_00571_00185-1","2"
"s_008um_00580_00140-1","0"
"s_008um_00611_00151-1","0"
"s_008um_00604_00187-1","2"
"s_008um_00521_00238-1","2"
"s_008um_00632_00197-1","0"
"s_008um_00637_00268-1","2"
"s_008um_00542_00212-1","1"
"s_008um_00618_00221-1","2"
"s_008um_00602_00231-1","1"
"s_008um_00552_00147-1","1"
"s_008um_00602_00197-1","2"
"s_008um_00568_00174-1","2"
"s_008um_00553_00137-1","1"
"s_008um_00587_00238-1","1"
"s_008um_00534_00223-1","0"
"s_008um_00634_00221-1","0"
"s_008um_00525_00268-1","0"
"s_008um_00525_00167-1","1"
"s_008um_00588_00263-1","0"
"s_008um_00609_00221-1","0"
"s_008um_00621_00174-1","0"
"s_008um_00632_00271-1","2"
"s_008um_00553_00157-1","0"
"s_008um_00620_00158-1","1"
"s_008um_00633_00179-1","0"
"s_008um_00602_00208-1","2"
"s_008um_00535_00244-1","0"
"s_008um_00538_00231-1","0"
"s_008um_00579_00220-1","0"
"s_008um_00573_00190-1","1"
"s_008um_00650_00258-1","1"
"s_008um_00546_00229-1","1"
"s_008um_00558_00191-1","0"
"s_008um_00557_00158-1","0"
"s_008um_00557_00276-1","0"
"s_008um_00585_00254-1","0"
"s_008um_00584_00231-1","0"
"s_008um_00601_00268-1","2"
"s_008um_00652_00169-1","1"
"s_008um_00583_00180-1","2"
"s_008um_00601_00167-1","1"
"s_008um_00554_00233-1","0"
"s_008um_00591_00256-1","0"
"s_008um_00527_00230-1","0"
"s_008um_00548_00212-1","0"
"s_008um_00612_00161-1","0"
"s_008um_00648_00251-1","1"
"s_008um_00586_00212-1","2"
"s_008um_00516_00212-1","0"
"s_008um_00638_00205-1","0"
"s_008um_00597_00264-1","0"
"s_008um_00587_00201-1","2"
"s_008um_00647_00254-1","1"
"s_008um_00631_00155-1","2"
"s_008um_00527_00216-1","0"
"s_008um_00559_00170-1","0"
"s_008um_00615_00152-1","1"
"s_008um_00564_00200-1","0"
"s_008um_00562_00220-1","0"
"s_008um_00516_00181-1","0"
"s_008um_00568_00153-1","0"
"s_008um_00519_00263-1","0"
"s_008um_00618_00246-1","0"
"s_008um_00564_00204-1","2"
"s_008um_00594_00252-1","0"
"s_008um_00550_00243-1","1"
"s_008um_00534_00241-1","0"
"s_008um_00523_00212-1","1"
"s_008um_00594_00140-1","0"
"s_008um_00610_00255-1","2"
"s_008um_00595_00196-1","2"
"s_008um_00651_00207-1","2"
"s_008um_00611_00150-1","0"
"s_008um_00534_00234-1","0"
"s_008um_00595_00180-1","2"
"s_008um_00645_00146-1","1"
"s_008um_00567_00143-1","0"
"s_008um_00583_00201-1","2"
"s_008um_00516_00157-1","1"
"s_008um_00612_00141-1","0"
"s_008um_00634_00179-1","0"
"s_008um_00533_00136-1","1"
"s_008um_00524_00175-1","0"
"s_008um_00556_00252-1","1"
"s_008um_00608_00257-1","2"
"s_008um_00530_00265-1","0"
"s_008um_00628_00169-1","1"
"s_008um_00534_00250-1","0"
"s_008um_00650_00165-1","1"
"s_008um_00610_00149-1","0"
"s_008um_00654_00207-1","1"
"s_008um_00529_00156-1","1"
"s_008um_00653_00168-1","2"
"s_008um_00564_00238-1","0"
"s_008um_00619_00264-1","2"
"s_008um_00528_00260-1","0"
"s_008um_00592_00276-1","0"
"s_008um_00514_00251-1","2"
"s_008um_00647_00208-1","1"
"s_008um_00534_00239-1","0"
"s_008um_00580_00227-1","0"
"s_008um_00565_00272-1","1"
"s_008um_00554_00251-1","1"
"s_008um_00535_00248-1","0"
"s_008um_00609_00199-1","2"
"s_008um_00609_00189-1","1"
"s_008um_00639_00237-1","1"
"s_008um_00626_00244-1","0"
"s_008um_00602_00219-1","0"
"s_008um_00520_00176-1","0"
"s_008um_00539_00187-1","1"
"s_008um_00547_00191-1","0"
"s_008um_00611_00190-1","2"
"s_008um_00554_00165-1","0"
"s_008um_00551_00157-1","0"
"s_008um_00539_00220-1","1"
"s_008um_00559_00228-1","0"
"s_008um_00636_00260-1","0"
"s_008um_00601_00229-1","0"
"s_008um_00514_00196-1","0"
"s_008um_00568_00250-1","0"
"s_008um_00572_00224-1","0"
"s_008um_00559_00243-1","1"
"s_008um_00538_00230-1","0"
"s_008um_00559_00188-1","2"
"s_008um_00532_00257-1","0"
"s_008um_00536_00203-1","1"
"s_008um_00551_00272-1","0"
"s_008um_00524_00232-1","0"
"s_008um_00525_00137-1","0"
"s_008um_00535_00269-1","1"
"s_008um_00598_00268-1","0"
"s_008um_00590_00193-1","1"
"s_008um_00530_00225-1","0"
"s_008um_00544_00242-1","1"
"s_008um_00538_00212-1","1"
"s_008um_00562_00252-1","0"
"s_008um_00645_00191-1","1"
"s_008um_00627_00278-1","2"
"s_008um_00542_00270-1","0"
"s_008um_00617_00231-1","1"
"s_008um_00616_00219-1","0"
"s_008um_00645_00200-1","1"
"s_008um_00526_00199-1","0"
"s_008um_00567_00233-1","0"
"s_008um_00611_00249-1","2"
"s_008um_00523_00161-1","2"
"s_008um_00633_00177-1","0"
"s_008um_00653_00251-1","1"
"s_008um_00585_00270-1","0"
"s_008um_00637_00245-1","0"
"s_008um_00541_00146-1","0"
"s_008um_00596_00188-1","2"
"s_008um_00575_00160-1","0"
"s_008um_00524_00165-1","1"
"s_008um_00551_00269-1","0"
"s_008um_00599_00162-1","0"
"s_008um_00626_00269-1","1"
"s_008um_00600_00260-1","2"
"s_008um_00539_00216-1","1"
"s_008um_00599_00164-1","0"
"s_008um_00601_00138-1","1"
"s_008um_00588_00167-1","2"
"s_008um_00648_00199-1","1"
"s_008um_00568_00273-1","1"
"s_008um_00567_00240-1","1"
"s_008um_00518_00200-1","0"
"s_008um_00594_00210-1","2"
"s_008um_00583_00219-1","2"
"s_008um_00557_00256-1","1"
"s_008um_00629_00212-1","0"
"s_008um_00529_00213-1","1"
"s_008um_00576_00221-1","2"
"s_008um_00560_00195-1","2"
"s_008um_00596_00150-1","0"
"s_008um_00604_00192-1","2"
"s_008um_00602_00238-1","0"
"s_008um_00550_00254-1","1"
"s_008um_00542_00251-1","1"
"s_008um_00549_00207-1","0"
"s_008um_00604_00174-1","0"
"s_008um_00606_00151-1","0"
"s_008um_00646_00220-1","1"
"s_008um_00649_00195-1","1"
"s_008um_00636_00250-1","0"
"s_008um_00594_00177-1","2"
"s_008um_00521_00148-1","1"
"s_008um_00643_00254-1","0"
"s_008um_00572_00139-1","0"
"s_008um_00537_00254-1","2"
"s_008um_00550_00145-1","1"
"s_008um_00547_00270-1","0"
"s_008um_00637_00187-1","0"
"s_008um_00547_00172-1","0"
"s_008um_00626_00185-1","0"
"s_008um_00580_00166-1","0"
"s_008um_00589_00228-1","0"
"s_008um_00653_00256-1","1"
"s_008um_00554_00206-1","0"
"s_008um_00519_00162-1","1"
"s_008um_00594_00162-1","0"
"s_008um_00522_00271-1","0"
"s_008um_00597_00244-1","0"
"s_008um_00630_00178-1","0"
"s_008um_00647_00175-1","2"
"s_008um_00559_00175-1","0"
"s_008um_00579_00193-1","2"
"s_008um_00517_00185-1","0"
"s_008um_00574_00186-1","2"
"s_008um_00579_00138-1","0"
"s_008um_00576_00194-1","2"
"s_008um_00586_00200-1","2"
"s_008um_00610_00191-1","1"
"s_008um_00536_00250-1","0"
"s_008um_00612_00155-1","0"
"s_008um_00580_00161-1","1"
"s_008um_00626_00265-1","2"
"s_008um_00522_00183-1","0"
"s_008um_00607_00202-1","2"
"s_008um_00544_00233-1","1"
"s_008um_00614_00257-1","1"
"s_008um_00612_00277-1","2"
"s_008um_00597_00158-1","0"
"s_008um_00532_00195-1","0"
"s_008um_00617_00162-1","0"
"s_008um_00621_00260-1","2"
"s_008um_00532_00202-1","0"
"s_008um_00559_00244-1","1"
"s_008um_00513_00238-1","0"
"s_008um_00537_00253-1","2"
"s_008um_00544_00193-1","0"
"s_008um_00543_00234-1","0"
"s_008um_00552_00198-1","0"
"s_008um_00578_00198-1","2"
"s_008um_00613_00218-1","0"
"s_008um_00543_00210-1","0"
"s_008um_00624_00269-1","1"
"s_008um_00601_00222-1","0"
"s_008um_00542_00232-1","0"
"s_008um_00550_00154-1","0"
"s_008um_00538_00216-1","2"
"s_008um_00602_00141-1","1"
"s_008um_00556_00234-1","0"
"s_008um_00528_00221-1","0"
"s_008um_00540_00183-1","1"
"s_008um_00625_00146-1","1"
"s_008um_00648_00267-1","1"
"s_008um_00576_00213-1","2"
"s_008um_00631_00230-1","1"
"s_008um_00594_00190-1","0"
"s_008um_00570_00173-1","2"
"s_008um_00593_00141-1","0"
"s_008um_00621_00226-1","0"
"s_008um_00649_00203-1","1"
"s_008um_00589_00187-1","2"
"s_008um_00594_00161-1","0"
"s_008um_00571_00183-1","2"
"s_008um_00636_00176-1","1"
"s_008um_00545_00258-1","1"
"s_008um_00527_00151-1","1"
"s_008um_00564_00165-1","0"
"s_008um_00523_00216-1","0"
"s_008um_00565_00137-1","1"
"s_008um_00610_00223-1","0"
"s_008um_00527_00274-1","1"
"s_008um_00555_00192-1","0"
"s_008um_00651_00253-1","2"
"s_008um_00575_00140-1","0"
"s_008um_00605_00270-1","1"
"s_008um_00544_00145-1","0"
"s_008um_00600_00269-1","0"
"s_008um_00587_00235-1","1"
"s_008um_00568_00170-1","2"
"s_008um_00629_00138-1","1"
"s_008um_00540_00263-1","2"
"s_008um_00627_00143-1","2"
"s_008um_00565_00186-1","2"
"s_008um_00547_00139-1","0"
"s_008um_00553_00150-1","0"
"s_008um_00536_00146-1","1"
"s_008um_00545_00135-1","1"
"s_008um_00609_00245-1","0"
"s_008um_00550_00148-1","1"
"s_008um_00562_00267-1","2"
"s_008um_00606_00259-1","2"
"s_008um_00648_00254-1","1"
"s_008um_00546_00231-1","1"
"s_008um_00640_00219-1","1"
"s_008um_00555_00185-1","0"
"s_008um_00555_00233-1","0"
"s_008um_00528_00231-1","0"
"s_008um_00534_00161-1","1"
"s_008um_00618_00220-1","0"
"s_008um_00627_00250-1","2"
"s_008um_00543_00263-1","1"
"s_008um_00570_00140-1","0"
"s_008um_00546_00176-1","0"
"s_008um_00648_00201-1","1"
"s_008um_00632_00219-1","0"
"s_008um_00525_00163-1","1"
"s_008um_00589_00175-1","2"
"s_008um_00518_00273-1","0"
"s_008um_00535_00237-1","0"
"s_008um_00530_00238-1","0"
"s_008um_00642_00248-1","0"
"s_008um_00626_00255-1","2"
"s_008um_00602_00199-1","1"
"s_008um_00644_00146-1","1"
"s_008um_00581_00217-1","2"
"s_008um_00594_00147-1","0"
"s_008um_00618_00276-1","2"
"s_008um_00644_00178-1","1"
"s_008um_00590_00222-1","0"
"s_008um_00584_00193-1","1"
"s_008um_00590_00234-1","1"
"s_008um_00640_00272-1","0"
"s_008um_00594_00203-1","1"
"s_008um_00548_00266-1","0"
"s_008um_00524_00195-1","0"
"s_008um_00557_00149-1","0"
"s_008um_00572_00234-1","0"
"s_008um_00608_00211-1","0"
"s_008um_00544_00211-1","0"
