"CellID","seurat_cluster.projected"
"s_008um_00531_00226-1","0"
"s_008um_00544_00209-1","0"
"s_008um_00636_00180-1","1"
"s_008um_00519_00209-1","0"
"s_008um_00565_00274-1","0"
"s_008um_00602_00265-1","2"
"s_008um_00565_00161-1","0"
"s_008um_00587_00149-1","0"
"s_008um_00640_00222-1","1"
"s_008um_00655_00204-1","1"
"s_008um_00606_00263-1","2"
"s_008um_00625_00154-1","1"
"s_008um_00562_00186-1","2"
"s_008um_00602_00158-1","0"
"s_008um_00568_00192-1","2"
"s_008um_00579_00251-1","0"
"s_008um_00580_00217-1","2"
"s_008um_00549_00249-1","1"
"s_008um_00575_00178-1","2"
"s_008um_00619_00147-1","1"
"s_008um_00595_00262-1","0"
"s_008um_00631_00150-1","2"
"s_008um_00622_00156-1","1"
"s_008um_00569_00228-1","0"
"s_008um_00528_00153-1","0"
"s_008um_00542_00228-1","1"
"s_008um_00650_00275-1","1"
"s_008um_00527_00190-1","0"
"s_008um_00517_00212-1","0"
"s_008um_00518_00237-1","2"
"s_008um_00637_00178-1","1"
"s_008um_00648_00164-1","1"
"s_008um_00582_00258-1","0"
"s_008um_00576_00146-1","0"
"s_008um_00644_00247-1","1"
"s_008um_00521_00157-1","1"
"s_008um_00610_00257-1","1"
"s_008um_00596_00260-1","0"
"s_008um_00595_00170-1","2"
"s_008um_00649_00183-1","1"
"s_008um_00645_00172-1","1"
"s_008um_00621_00225-1","0"
"s_008um_00622_00256-1","0"
"s_008um_00653_00205-1","1"
"s_008um_00528_00239-1","0"
"s_008um_00645_00141-1","0"
"s_008um_00642_00270-1","2"
"s_008um_00634_00228-1","1"
"s_008um_00540_00225-1","0"
"s_008um_00613_00141-1","1"
"s_008um_00629_00147-1","1"
"s_008um_00576_00269-1","0"
"s_008um_00628_00235-1","0"
"s_008um_00566_00247-1","1"
"s_008um_00637_00210-1","0"
"s_008um_00540_00209-1","1"
"s_008um_00528_00170-1","1"
"s_008um_00651_00192-1","1"
"s_008um_00537_00170-1","1"
"s_008um_00535_00205-1","1"
"s_008um_00536_00168-1","1"
"s_008um_00626_00177-1","0"
"s_008um_00556_00149-1","0"
"s_008um_00550_00230-1","0"
"s_008um_00618_00223-1","0"
"s_008um_00584_00248-1","0"
"s_008um_00599_00235-1","0"
"s_008um_00562_00158-1","0"
"s_008um_00635_00261-1","0"
"s_008um_00559_00220-1","0"
"s_008um_00637_00162-1","1"
"s_008um_00572_00191-1","2"
"s_008um_00622_00232-1","1"
"s_008um_00571_00190-1","2"
"s_008um_00622_00166-1","0"
"s_008um_00518_00136-1","0"
"s_008um_00613_00197-1","0"
"s_008um_00577_00217-1","2"
"s_008um_00549_00263-1","0"
"s_008um_00515_00198-1","0"
"s_008um_00555_00267-1","0"
"s_008um_00540_00151-1","1"
"s_008um_00523_00145-1","1"
"s_008um_00562_00234-1","0"
"s_008um_00534_00276-1","0"
"s_008um_00640_00250-1","0"
"s_008um_00593_00225-1","0"
"s_008um_00527_00153-1","1"
"s_008um_00545_00275-1","0"
"s_008um_00564_00146-1","0"
"s_008um_00535_00238-1","0"
"s_008um_00640_00239-1","1"
"s_008um_00598_00209-1","0"
"s_008um_00616_00216-1","0"
"s_008um_00525_00225-1","0"
"s_008um_00560_00245-1","1"
"s_008um_00642_00233-1","1"
"s_008um_00533_00190-1","0"
"s_008um_00585_00265-1","0"
"s_008um_00523_00261-1","0"
"s_008um_00612_00237-1","0"
"s_008um_00516_00176-1","0"
"s_008um_00602_00164-1","0"
"s_008um_00557_00147-1","0"
"s_008um_00541_00276-1","0"
"s_008um_00625_00271-1","2"
"s_008um_00597_00274-1","0"
"s_008um_00629_00193-1","0"
"s_008um_00517_00196-1","0"
"s_008um_00645_00231-1","1"
"s_008um_00604_00199-1","2"
"s_008um_00551_00244-1","1"
"s_008um_00637_00188-1","0"
"s_008um_00550_00164-1","0"
"s_008um_00591_00248-1","1"
"s_008um_00620_00179-1","0"
"s_008um_00603_00215-1","0"
"s_008um_00633_00236-1","0"
"s_008um_00585_00189-1","2"
"s_008um_00623_00259-1","2"
"s_008um_00540_00234-1","0"
"s_008um_00633_00211-1","0"
"s_008um_00513_00225-1","0"
"s_008um_00629_00258-1","2"
"s_008um_00643_00266-1","2"
"s_008um_00562_00225-1","0"
"s_008um_00545_00262-1","0"
"s_008um_00594_00171-1","2"
"s_008um_00515_00223-1","0"
"s_008um_00574_00246-1","0"
"s_008um_00543_00207-1","0"
"s_008um_00526_00241-1","2"
"s_008um_00580_00173-1","0"
"s_008um_00518_00245-1","2"
"s_008um_00522_00168-1","1"
"s_008um_00531_00218-1","0"
"s_008um_00546_00154-1","1"
"s_008um_00632_00220-1","0"
"s_008um_00570_00161-1","2"
"s_008um_00543_00246-1","1"
"s_008um_00524_00258-1","0"
"s_008um_00650_00228-1","1"
"s_008um_00574_00170-1","2"
"s_008um_00534_00273-1","0"
"s_008um_00539_00218-1","1"
"s_008um_00604_00156-1","0"
"s_008um_00525_00248-1","0"
"s_008um_00602_00192-1","2"
"s_008um_00592_00141-1","0"
"s_008um_00562_00258-1","0"
"s_008um_00524_00274-1","0"
"s_008um_00577_00232-1","0"
"s_008um_00552_00239-1","1"
"s_008um_00542_00159-1","1"
"s_008um_00616_00225-1","0"
"s_008um_00531_00198-1","0"
"s_008um_00549_00260-1","1"
"s_008um_00541_00230-1","0"
"s_008um_00533_00256-1","0"
"s_008um_00551_00235-1","1"
"s_008um_00544_00274-1","0"
"s_008um_00528_00181-1","0"
"s_008um_00633_00235-1","1"
"s_008um_00519_00177-1","0"
"s_008um_00555_00168-1","0"
"s_008um_00635_00245-1","0"
"s_008um_00613_00172-1","0"
"s_008um_00540_00150-1","2"
"s_008um_00595_00140-1","0"
"s_008um_00579_00255-1","0"
"s_008um_00645_00223-1","1"
"s_008um_00609_00138-1","1"
"s_008um_00532_00186-1","0"
"s_008um_00532_00227-1","0"
"s_008um_00615_00175-1","0"
"s_008um_00533_00210-1","1"
"s_008um_00515_00191-1","0"
"s_008um_00639_00189-1","0"
"s_008um_00529_00221-1","0"
"s_008um_00632_00167-1","1"
"s_008um_00551_00252-1","1"
"s_008um_00590_00250-1","0"
"s_008um_00643_00219-1","1"
"s_008um_00589_00231-1","2"
"s_008um_00585_00215-1","0"
"s_008um_00550_00188-1","0"
"s_008um_00544_00207-1","0"
"s_008um_00618_00257-1","0"
"s_008um_00611_00253-1","2"
"s_008um_00569_00221-1","2"
"s_008um_00635_00278-1","0"
"s_008um_00622_00245-1","0"
"s_008um_00545_00229-1","1"
"s_008um_00592_00225-1","0"
"s_008um_00629_00273-1","2"
"s_008um_00535_00139-1","1"
"s_008um_00591_00169-1","2"
"s_008um_00587_00253-1","0"
"s_008um_00587_00255-1","0"
"s_008um_00618_00189-1","2"
"s_008um_00562_00235-1","0"
"s_008um_00621_00240-1","2"
"s_008um_00616_00190-1","1"
"s_008um_00580_00136-1","0"
"s_008um_00622_00270-1","2"
"s_008um_00556_00223-1","0"
"s_008um_00641_00253-1","0"
"s_008um_00521_00161-1","2"
"s_008um_00516_00199-1","0"
"s_008um_00563_00229-1","0"
"s_008um_00606_00193-1","1"
"s_008um_00622_00178-1","0"
"s_008um_00617_00217-1","0"
"s_008um_00641_00199-1","0"
"s_008um_00552_00185-1","0"
"s_008um_00557_00258-1","1"
"s_008um_00616_00180-1","0"
"s_008um_00588_00223-1","0"
"s_008um_00578_00169-1","1"
"s_008um_00601_00146-1","0"
"s_008um_00561_00197-1","1"
"s_008um_00590_00184-1","2"
"s_008um_00563_00259-1","0"
"s_008um_00574_00182-1","2"
"s_008um_00572_00194-1","0"
"s_008um_00569_00165-1","1"
"s_008um_00637_00179-1","1"
"s_008um_00650_00229-1","1"
"s_008um_00519_00205-1","0"
"s_008um_00569_00138-1","1"
"s_008um_00584_00228-1","0"
"s_008um_00518_00234-1","0"
"s_008um_00571_00235-1","0"
"s_008um_00524_00151-1","1"
"s_008um_00537_00269-1","0"
"s_008um_00582_00254-1","0"
"s_008um_00628_00184-1","0"
"s_008um_00516_00220-1","0"
"s_008um_00584_00174-1","2"
"s_008um_00543_00275-1","0"
"s_008um_00654_00201-1","1"
"s_008um_00586_00271-1","0"
"s_008um_00569_00144-1","0"
"s_008um_00538_00164-1","1"
"s_008um_00632_00258-1","0"
"s_008um_00550_00202-1","0"
"s_008um_00651_00167-1","1"
"s_008um_00600_00189-1","1"
"s_008um_00642_00220-1","1"
"s_008um_00623_00172-1","0"
"s_008um_00611_00278-1","2"
"s_008um_00641_00211-1","0"
"s_008um_00646_00199-1","1"
"s_008um_00535_00247-1","0"
"s_008um_00538_00189-1","1"
"s_008um_00542_00145-1","2"
"s_008um_00630_00257-1","2"
"s_008um_00558_00156-1","0"
"s_008um_00580_00149-1","0"
"s_008um_00608_00244-1","0"
"s_008um_00567_00257-1","0"
"s_008um_00518_00220-1","0"
"s_008um_00543_00170-1","1"
"s_008um_00562_00239-1","0"
"s_008um_00592_00196-1","2"
"s_008um_00543_00266-1","0"
"s_008um_00620_00165-1","0"
"s_008um_00523_00182-1","0"
"s_008um_00567_00189-1","0"
"s_008um_00532_00222-1","0"
"s_008um_00558_00181-1","0"
"s_008um_00525_00265-1","0"
"s_008um_00583_00179-1","0"
"s_008um_00632_00182-1","0"
"s_008um_00607_00271-1","1"
"s_008um_00628_00258-1","2"
"s_008um_00598_00203-1","1"
"s_008um_00621_00198-1","2"
"s_008um_00563_00136-1","2"
"s_008um_00555_00234-1","0"
"s_008um_00653_00246-1","1"
"s_008um_00572_00249-1","0"
"s_008um_00610_00272-1","2"
"s_008um_00518_00213-1","1"
"s_008um_00608_00238-1","0"
"s_008um_00578_00233-1","0"
"s_008um_00600_00234-1","1"
"s_008um_00548_00226-1","0"
"s_008um_00552_00276-1","2"
"s_008um_00599_00163-1","0"
"s_008um_00524_00178-1","0"
"s_008um_00570_00160-1","2"
"s_008um_00653_00266-1","1"
"s_008um_00601_00177-1","0"
"s_008um_00634_00220-1","0"
"s_008um_00615_00251-1","2"
"s_008um_00550_00162-1","0"
"s_008um_00638_00192-1","0"
"s_008um_00624_00197-1","0"
"s_008um_00648_00143-1","0"
"s_008um_00611_00138-1","1"
"s_008um_00601_00208-1","2"
"s_008um_00536_00149-1","1"
"s_008um_00623_00218-1","0"
"s_008um_00632_00270-1","2"
"s_008um_00656_00178-1","2"
"s_008um_00546_00213-1","0"
"s_008um_00555_00174-1","0"
"s_008um_00568_00149-1","0"
"s_008um_00577_00166-1","0"
"s_008um_00517_00224-1","0"
"s_008um_00641_00256-1","0"
"s_008um_00518_00153-1","1"
"s_008um_00609_00233-1","0"
"s_008um_00614_00238-1","0"
"s_008um_00550_00159-1","0"
"s_008um_00644_00242-1","1"
"s_008um_00606_00214-1","0"
"s_008um_00594_00175-1","1"
"s_008um_00537_00255-1","0"
"s_008um_00540_00238-1","0"
"s_008um_00533_00237-1","0"
"s_008um_00635_00249-1","0"
"s_008um_00598_00238-1","0"
"s_008um_00536_00199-1","1"
"s_008um_00593_00195-1","2"
"s_008um_00536_00263-1","1"
"s_008um_00564_00185-1","2"
"s_008um_00594_00211-1","2"
"s_008um_00632_00186-1","0"
"s_008um_00651_00198-1","1"
"s_008um_00628_00175-1","0"
"s_008um_00561_00211-1","2"
"s_008um_00631_00142-1","1"
"s_008um_00594_00180-1","0"
"s_008um_00570_00148-1","0"
"s_008um_00599_00245-1","0"
"s_008um_00573_00154-1","0"
"s_008um_00569_00220-1","1"
"s_008um_00584_00258-1","0"
"s_008um_00560_00256-1","1"
"s_008um_00649_00221-1","1"
"s_008um_00653_00235-1","1"
"s_008um_00577_00273-1","0"
"s_008um_00644_00252-1","0"
"s_008um_00609_00171-1","0"
"s_008um_00599_00261-1","2"
"s_008um_00652_00248-1","1"
"s_008um_00653_00234-1","1"
"s_008um_00606_00216-1","0"
"s_008um_00559_00187-1","0"
"s_008um_00521_00196-1","0"
"s_008um_00583_00190-1","2"
"s_008um_00546_00169-1","0"
"s_008um_00567_00230-1","0"
"s_008um_00551_00258-1","1"
"s_008um_00528_00141-1","1"
"s_008um_00581_00169-1","2"
"s_008um_00525_00176-1","0"
"s_008um_00597_00152-1","0"
"s_008um_00567_00248-1","0"
"s_008um_00601_00226-1","0"
"s_008um_00628_00154-1","1"
"s_008um_00568_00202-1","1"
"s_008um_00619_00268-1","2"
"s_008um_00517_00258-1","0"
"s_008um_00593_00151-1","0"
"s_008um_00555_00210-1","0"
"s_008um_00606_00240-1","0"
"s_008um_00534_00228-1","0"
"s_008um_00563_00239-1","1"
"s_008um_00575_00188-1","2"
"s_008um_00600_00139-1","1"
"s_008um_00516_00248-1","2"
"s_008um_00540_00156-1","1"
"s_008um_00583_00248-1","0"
"s_008um_00591_00198-1","2"
"s_008um_00597_00185-1","2"
"s_008um_00528_00135-1","1"
"s_008um_00596_00204-1","2"
"s_008um_00559_00218-1","0"
"s_008um_00632_00265-1","2"
"s_008um_00564_00243-1","1"
"s_008um_00588_00141-1","0"
"s_008um_00585_00221-1","0"
"s_008um_00553_00273-1","0"
"s_008um_00542_00239-1","0"
"s_008um_00605_00154-1","0"
"s_008um_00567_00241-1","1"
"s_008um_00547_00145-1","1"
"s_008um_00629_00237-1","0"
"s_008um_00519_00221-1","0"
"s_008um_00636_00151-1","1"
"s_008um_00626_00202-1","0"
"s_008um_00634_00201-1","0"
"s_008um_00596_00149-1","0"
"s_008um_00549_00266-1","0"
"s_008um_00593_00164-1","2"
"s_008um_00619_00259-1","2"
"s_008um_00532_00262-1","0"
"s_008um_00525_00151-1","0"
"s_008um_00519_00175-1","0"
"s_008um_00554_00159-1","0"
"s_008um_00586_00172-1","2"
"s_008um_00629_00195-1","0"
"s_008um_00611_00169-1","0"
"s_008um_00609_00178-1","1"
"s_008um_00628_00259-1","1"
"s_008um_00623_00261-1","2"
"s_008um_00576_00186-1","2"
"s_008um_00606_00232-1","1"
"s_008um_00534_00265-1","1"
"s_008um_00551_00268-1","0"
"s_008um_00594_00277-1","0"
"s_008um_00614_00271-1","2"
"s_008um_00607_00147-1","0"
"s_008um_00572_00230-1","0"
"s_008um_00534_00164-1","1"
"s_008um_00601_00231-1","0"
"s_008um_00580_00258-1","0"
"s_008um_00596_00200-1","2"
"s_008um_00608_00261-1","2"
"s_008um_00599_00170-1","2"
"s_008um_00534_00147-1","1"
"s_008um_00596_00183-1","2"
"s_008um_00549_00259-1","1"
"s_008um_00614_00221-1","0"
"s_008um_00571_00234-1","0"
"s_008um_00636_00223-1","1"
"s_008um_00529_00239-1","0"
"s_008um_00615_00252-1","1"
"s_008um_00535_00199-1","1"
"s_008um_00571_00191-1","2"
"s_008um_00595_00223-1","0"
"s_008um_00608_00188-1","2"
"s_008um_00617_00153-1","1"
"s_008um_00591_00254-1","0"
"s_008um_00536_00140-1","1"
"s_008um_00529_00275-1","1"
"s_008um_00563_00159-1","0"
"s_008um_00574_00137-1","0"
"s_008um_00541_00245-1","0"
"s_008um_00533_00152-1","1"
"s_008um_00519_00183-1","0"
"s_008um_00515_00141-1","0"
"s_008um_00582_00271-1","0"
"s_008um_00588_00228-1","0"
"s_008um_00562_00255-1","0"
"s_008um_00541_00161-1","1"
"s_008um_00569_00263-1","0"
"s_008um_00553_00143-1","2"
"s_008um_00655_00188-1","1"
"s_008um_00553_00228-1","0"
"s_008um_00557_00232-1","2"
"s_008um_00515_00250-1","2"
"s_008um_00526_00249-1","0"
"s_008um_00616_00238-1","0"
"s_008um_00528_00160-1","1"
"s_008um_00549_00243-1","1"
"s_008um_00591_00139-1","0"
"s_008um_00605_00187-1","2"
"s_008um_00537_00230-1","0"
"s_008um_00634_00264-1","2"
"s_008um_00646_00147-1","1"
"s_008um_00529_00204-1","0"
"s_008um_00541_00266-1","0"
"s_008um_00637_00146-1","2"
"s_008um_00550_00170-1","0"
"s_008um_00581_00177-1","1"
"s_008um_00581_00185-1","2"
"s_008um_00635_00201-1","0"
"s_008um_00572_00272-1","0"
"s_008um_00638_00258-1","0"
"s_008um_00651_00233-1","1"
"s_008um_00612_00162-1","0"
"s_008um_00545_00224-1","1"
"s_008um_00645_00197-1","1"
"s_008um_00603_00140-1","1"
"s_008um_00632_00234-1","1"
"s_008um_00584_00255-1","0"
"s_008um_00609_00166-1","0"
"s_008um_00591_00239-1","0"
"s_008um_00580_00189-1","0"
"s_008um_00606_00229-1","0"
"s_008um_00572_00256-1","0"
"s_008um_00579_00266-1","0"
"s_008um_00522_00192-1","0"
"s_008um_00568_00241-1","1"
"s_008um_00554_00195-1","0"
"s_008um_00645_00226-1","1"
"s_008um_00624_00214-1","0"
"s_008um_00534_00181-1","1"
"s_008um_00653_00271-1","1"
"s_008um_00638_00252-1","0"
"s_008um_00563_00241-1","1"
"s_008um_00570_00262-1","0"
"s_008um_00628_00215-1","0"
"s_008um_00589_00155-1","0"
"s_008um_00565_00152-1","0"
"s_008um_00621_00274-1","1"
"s_008um_00558_00251-1","1"
"s_008um_00569_00153-1","0"
"s_008um_00585_00168-1","2"
"s_008um_00587_00169-1","1"
"s_008um_00635_00156-1","2"
"s_008um_00552_00197-1","0"
"s_008um_00572_00242-1","1"
"s_008um_00544_00143-1","1"
"s_008um_00618_00206-1","2"
"s_008um_00581_00224-1","0"
"s_008um_00603_00260-1","2"
"s_008um_00546_00175-1","0"
"s_008um_00606_00271-1","2"
"s_008um_00613_00258-1","2"
"s_008um_00530_00135-1","1"
"s_008um_00568_00197-1","2"
"s_008um_00612_00276-1","2"
"s_008um_00617_00215-1","0"
"s_008um_00615_00228-1","0"
"s_008um_00637_00175-1","1"
"s_008um_00567_00164-1","0"
"s_008um_00627_00247-1","0"
"s_008um_00624_00266-1","2"
"s_008um_00580_00181-1","2"
"s_008um_00550_00174-1","0"
"s_008um_00578_00267-1","0"
"s_008um_00630_00150-1","2"
"s_008um_00581_00198-1","0"
"s_008um_00566_00187-1","1"
"s_008um_00601_00245-1","0"
"s_008um_00608_00145-1","0"
"s_008um_00541_00229-1","0"
"s_008um_00602_00167-1","0"
"s_008um_00605_00163-1","0"
"s_008um_00542_00143-1","1"
"s_008um_00517_00197-1","0"
"s_008um_00598_00151-1","0"
"s_008um_00635_00250-1","0"
"s_008um_00609_00259-1","2"
"s_008um_00561_00169-1","0"
"s_008um_00628_00185-1","0"
"s_008um_00535_00159-1","1"
"s_008um_00654_00276-1","2"
"s_008um_00649_00210-1","1"
"s_008um_00642_00277-1","0"
"s_008um_00640_00213-1","0"
"s_008um_00526_00179-1","0"
"s_008um_00564_00273-1","0"
"s_008um_00564_00215-1","2"
"s_008um_00576_00153-1","0"
"s_008um_00584_00170-1","2"
"s_008um_00599_00255-1","0"
"s_008um_00577_00159-1","1"
"s_008um_00591_00154-1","0"
"s_008um_00572_00168-1","2"
"s_008um_00650_00139-1","2"
"s_008um_00518_00177-1","0"
"s_008um_00622_00264-1","2"
"s_008um_00590_00172-1","2"
"s_008um_00576_00259-1","0"
"s_008um_00584_00214-1","2"
"s_008um_00631_00176-1","0"
"s_008um_00529_00269-1","0"
"s_008um_00553_00172-1","0"
"s_008um_00601_00150-1","0"
"s_008um_00528_00270-1","0"
"s_008um_00617_00220-1","0"
"s_008um_00613_00248-1","0"
"s_008um_00552_00151-1","0"
"s_008um_00550_00275-1","0"
"s_008um_00627_00204-1","0"
"s_008um_00557_00157-1","0"
"s_008um_00593_00206-1","1"
"s_008um_00590_00232-1","0"
"s_008um_00522_00202-1","0"
"s_008um_00521_00266-1","0"
"s_008um_00557_00174-1","0"
"s_008um_00559_00219-1","0"
"s_008um_00535_00275-1","0"
"s_008um_00577_00241-1","1"
"s_008um_00522_00150-1","1"
"s_008um_00651_00168-1","2"
"s_008um_00568_00155-1","0"
"s_008um_00632_00137-1","1"
"s_008um_00597_00186-1","1"
"s_008um_00566_00267-1","0"
"s_008um_00520_00155-1","1"
"s_008um_00582_00260-1","0"
"s_008um_00585_00195-1","2"
"s_008um_00588_00246-1","0"
"s_008um_00595_00165-1","0"
"s_008um_00623_00151-1","1"
"s_008um_00574_00151-1","0"
"s_008um_00654_00254-1","1"
"s_008um_00599_00184-1","1"
"s_008um_00514_00257-1","0"
"s_008um_00616_00149-1","1"
"s_008um_00561_00232-1","0"
"s_008um_00554_00169-1","0"
"s_008um_00561_00212-1","2"
"s_008um_00560_00141-1","0"
"s_008um_00570_00178-1","2"
"s_008um_00631_00208-1","0"
"s_008um_00602_00263-1","0"
"s_008um_00521_00248-1","2"
"s_008um_00648_00276-1","1"
"s_008um_00531_00264-1","0"
"s_008um_00521_00191-1","0"
"s_008um_00610_00154-1","0"
"s_008um_00629_00163-1","1"
"s_008um_00520_00146-1","0"
"s_008um_00514_00188-1","0"
"s_008um_00559_00215-1","0"
"s_008um_00552_00149-1","0"
"s_008um_00650_00177-1","2"
"s_008um_00631_00222-1","0"
"s_008um_00648_00271-1","1"
"s_008um_00599_00214-1","1"
"s_008um_00609_00145-1","1"
"s_008um_00607_00260-1","2"
"s_008um_00556_00211-1","0"
"s_008um_00623_00263-1","1"
"s_008um_00582_00224-1","0"
"s_008um_00578_00244-1","0"
"s_008um_00562_00165-1","0"
"s_008um_00601_00270-1","2"
"s_008um_00559_00196-1","2"
"s_008um_00612_00212-1","2"
"s_008um_00577_00245-1","0"
"s_008um_00584_00147-1","0"
"s_008um_00649_00268-1","1"
"s_008um_00615_00182-1","0"
"s_008um_00650_00269-1","1"
"s_008um_00558_00213-1","2"
"s_008um_00545_00206-1","0"
"s_008um_00613_00262-1","2"
"s_008um_00620_00214-1","0"
"s_008um_00598_00271-1","0"
"s_008um_00535_00229-1","0"
"s_008um_00560_00199-1","2"
"s_008um_00619_00217-1","0"
"s_008um_00539_00250-1","0"
"s_008um_00548_00200-1","0"
"s_008um_00613_00263-1","1"
"s_008um_00594_00247-1","0"
"s_008um_00551_00270-1","0"
"s_008um_00549_00246-1","1"
"s_008um_00605_00218-1","0"
"s_008um_00588_00248-1","0"
"s_008um_00596_00181-1","2"
"s_008um_00599_00217-1","0"
"s_008um_00616_00193-1","2"
"s_008um_00576_00235-1","0"
"s_008um_00587_00181-1","2"
"s_008um_00631_00156-1","1"
"s_008um_00611_00241-1","0"
"s_008um_00532_00266-1","1"
"s_008um_00647_00187-1","1"
"s_008um_00568_00240-1","1"
"s_008um_00574_00163-1","2"
"s_008um_00521_00146-1","1"
"s_008um_00623_00238-1","2"
"s_008um_00568_00252-1","0"
"s_008um_00546_00174-1","0"
"s_008um_00641_00142-1","0"
"s_008um_00609_00271-1","2"
"s_008um_00645_00238-1","1"
"s_008um_00545_00152-1","1"
"s_008um_00548_00135-1","1"
"s_008um_00652_00220-1","1"
"s_008um_00646_00193-1","1"
"s_008um_00610_00169-1","0"
"s_008um_00537_00195-1","1"
"s_008um_00540_00270-1","0"
"s_008um_00590_00276-1","0"
"s_008um_00598_00201-1","2"
"s_008um_00569_00252-1","2"
"s_008um_00514_00275-1","0"
"s_008um_00638_00234-1","1"
"s_008um_00532_00163-1","1"
"s_008um_00541_00223-1","1"
"s_008um_00615_00214-1","0"
"s_008um_00521_00213-1","1"
"s_008um_00647_00235-1","1"
"s_008um_00527_00252-1","0"
"s_008um_00641_00206-1","0"
"s_008um_00592_00163-1","2"
"s_008um_00625_00214-1","0"
"s_008um_00559_00222-1","0"
"s_008um_00652_00273-1","1"
"s_008um_00579_00188-1","2"
"s_008um_00642_00188-1","1"
"s_008um_00585_00236-1","1"
"s_008um_00607_00250-1","2"
"s_008um_00628_00247-1","0"
"s_008um_00635_00175-1","1"
"s_008um_00608_00259-1","0"
"s_008um_00549_00226-1","0"
"s_008um_00553_00138-1","1"
"s_008um_00534_00190-1","0"
"s_008um_00552_00218-1","0"
"s_008um_00639_00217-1","0"
"s_008um_00603_00188-1","2"
"s_008um_00518_00144-1","0"
"s_008um_00608_00249-1","2"
"s_008um_00595_00168-1","1"
"s_008um_00518_00276-1","1"
"s_008um_00630_00174-1","0"
"s_008um_00530_00142-1","2"
"s_008um_00530_00215-1","0"
"s_008um_00630_00138-1","1"
"s_008um_00641_00218-1","1"
"s_008um_00616_00220-1","0"
"s_008um_00606_00210-1","1"
"s_008um_00635_00137-1","2"
"s_008um_00559_00148-1","0"
"s_008um_00577_00192-1","1"
"s_008um_00574_00196-1","2"
"s_008um_00591_00219-1","0"
"s_008um_00624_00156-1","1"
"s_008um_00528_00175-1","0"
"s_008um_00542_00148-1","1"
"s_008um_00603_00150-1","0"
"s_008um_00520_00192-1","0"
"s_008um_00582_00233-1","0"
"s_008um_00538_00253-1","2"
"s_008um_00546_00255-1","1"
"s_008um_00602_00157-1","0"
"s_008um_00635_00161-1","1"
"s_008um_00634_00187-1","0"
"s_008um_00615_00219-1","0"
"s_008um_00580_00206-1","2"
"s_008um_00646_00145-1","2"
"s_008um_00639_00258-1","0"
"s_008um_00570_00244-1","1"
"s_008um_00573_00247-1","0"
"s_008um_00571_00181-1","0"
"s_008um_00575_00145-1","0"
"s_008um_00539_00175-1","1"
"s_008um_00544_00236-1","0"
"s_008um_00603_00226-1","0"
"s_008um_00615_00185-1","2"
"s_008um_00542_00266-1","0"
"s_008um_00594_00146-1","0"
"s_008um_00614_00186-1","2"
"s_008um_00517_00211-1","0"
"s_008um_00552_00189-1","0"
"s_008um_00551_00227-1","0"
"s_008um_00533_00150-1","1"
"s_008um_00567_00181-1","1"
"s_008um_00569_00189-1","1"
"s_008um_00647_00180-1","2"
"s_008um_00527_00137-1","0"
"s_008um_00518_00170-1","0"
"s_008um_00544_00183-1","1"
"s_008um_00520_00264-1","0"
"s_008um_00543_00183-1","1"
"s_008um_00621_00239-1","0"
"s_008um_00597_00169-1","2"
"s_008um_00628_00221-1","0"
"s_008um_00642_00211-1","1"
"s_008um_00594_00226-1","0"
"s_008um_00629_00184-1","0"
"s_008um_00533_00268-1","1"
"s_008um_00523_00226-1","0"
"s_008um_00578_00142-1","0"
"s_008um_00544_00137-1","1"
"s_008um_00627_00181-1","0"
"s_008um_00620_00182-1","0"
"s_008um_00617_00188-1","2"
"s_008um_00588_00177-1","1"
"s_008um_00611_00219-1","0"
"s_008um_00548_00259-1","1"
"s_008um_00616_00222-1","0"
"s_008um_00555_00240-1","1"
"s_008um_00566_00230-1","0"
"s_008um_00635_00157-1","2"
"s_008um_00524_00150-1","1"
"s_008um_00606_00251-1","2"
"s_008um_00567_00138-1","1"
"s_008um_00526_00185-1","0"
"s_008um_00532_00187-1","2"
"s_008um_00536_00156-1","1"
"s_008um_00531_00188-1","0"
"s_008um_00638_00273-1","2"
"s_008um_00634_00243-1","0"
"s_008um_00566_00228-1","0"
"s_008um_00570_00223-1","0"
"s_008um_00585_00194-1","2"
"s_008um_00578_00197-1","1"
"s_008um_00535_00212-1","1"
"s_008um_00549_00195-1","0"
"s_008um_00588_00222-1","0"
"s_008um_00538_00263-1","1"
"s_008um_00591_00138-1","0"
"s_008um_00592_00175-1","0"
"s_008um_00654_00267-1","1"
"s_008um_00554_00148-1","0"
"s_008um_00546_00272-1","0"
"s_008um_00585_00206-1","2"
"s_008um_00585_00196-1","0"
"s_008um_00635_00162-1","1"
"s_008um_00535_00276-1","0"
"s_008um_00651_00244-1","2"
"s_008um_00581_00211-1","0"
"s_008um_00567_00262-1","0"
"s_008um_00590_00203-1","2"
"s_008um_00605_00229-1","1"
"s_008um_00632_00169-1","1"
"s_008um_00628_00228-1","1"
"s_008um_00607_00222-1","0"
"s_008um_00548_00274-1","0"
"s_008um_00556_00257-1","1"
"s_008um_00572_00260-1","0"
"s_008um_00624_00189-1","2"
"s_008um_00549_00245-1","1"
"s_008um_00587_00241-1","0"
"s_008um_00639_00239-1","1"
"s_008um_00547_00224-1","0"
"s_008um_00588_00234-1","0"
"s_008um_00525_00195-1","0"
"s_008um_00638_00225-1","1"
